DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,"2012-2013
PERFORMANCE GRADE",2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
84M385,84,Harlem Success Academy 3 Charter School,Richard Seigler,EMS,Elementary,A,74,93.4,38.6,A,24.8,A,9.3,A,0,0,1.3,A,A,
09X454,9,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHO,Dr. Patrick Awosogba,EMS,Middle,A,76.9,89.3,42.3,A,17.2,A,11.7,A,0,0,5.7,A,A,
31R861,31,Staten Island School of Civic Leadership,Rose Kerr,EMS,K-8,A,79.4,97.6,44.2,A,18.6,A,10.4,A,0,0,6.2,A,A,
84M386,84,Harlem Success Academy 4 Charter School,Danique Loving,EMS,Elementary,A,79.7,97.4,38,A,24.8,A,12,A,0,0,4.8,A,A,
09X241,9,"Urban Assembly School for Applied Math and Science, The",David Krulwich,HS,High School,A,71.4,72.4,30,B,17,A,10.2,B,7.4,A,6.8,A,A,
09X365,9,Academy for Language and Technology,Arisleyda Urena,HS,High School,A,77.5,83.7,39.5,A,14.4,B,11.3,B,3.9,C,8.3,A,A,
12X267,12,Bronx Latin,Annette Fiorentino,HS,High School,A,81.9,89.7,43.2,A,13.4,B,12.9,A,7.3,A,5,A,A,
27Q323,27,Scholars' Academy,Brian O'connell,HS,High School,A,85,93.5,45,A,17.8,A,12.7,A,9.5,A,0,A,A,
18K563,18,It Takes a Village Academy,Marina Vinitskaya,HS,High School,A,105.9,100,50.6,A,19.5,A,13.8,A,9.2,A,12.8,A,A,
26Q221,26,P.S. 221 The North Hills School,Patricia Bullard,EMS,Elementary,A,63.1,80.2,30.3,B,18.6,A,12.2,A,0,0,2,A,B,A
17K138,17,P.S. 138 Brooklyn,Ms. Marie Chauvet-Monchik,EMS,K-8,A,63.5,76.8,37.7,A,13.9,B,7.9,B,0,0,4,A,B,A
27Q097,27,P.S. 097 Forest Park,Marilyn Custodio,EMS,Elementary,A,64.8,82,35.8,B,19.2,A,6.9,B,0,0,2.9,A,B,A
09X204,9,P.S. 204 Morris Heights,Marcy Glattstein,EMS,Elementary,A,65.4,83.3,32.3,B,18,A,13.1,A,0,0,2,A,B,A
02M033,2,P.S. 033 Chelsea Prep,Linore Lindy,EMS,Elementary,A,66.6,85.4,34.4,B,18.5,A,11.5,A,0,0,2.2,A,B,A
04M171,4,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,K-8,A,67.5,82.9,32,B,20.1,A,11.1,A,0,0,4.2,A,B,A
75K771,75,P.S. K771,Denise Danna,D75,K-8,A,67.6,0,31,B,23.1,A,13.5,A,0,0,0,A,B,A
02M565,2,Urban Academy Laboratory High School,Herb Mack,HST,High School Transfer,A,68.8,0,34.7,A,8.2,B,13.7,A,6.7,A,5.5,A,B,A
17K354,17,The School of Integrated Learning,Monique Campbell,EMS,Middle,A,69.3,77.8,32.9,B,18.5,A,12.1,A,0,0,5.8,A,B,A
15K010,15,"Magnet School of Math, Science and Design Techno",Laura Scott,EMS,Elementary,A,70.4,91.2,36.3,A,21.5,A,8.8,B,0,0,3.7,A,B,A
01M839,1,Tompkins Square Middle School,Sonhando Estwick,EMS,Middle,A,70.5,80.1,30.3,B,21.9,A,12.4,A,0,0,5.9,A,B,A
09X327,9,Comprehensive Model School Project M.S. 327,Manuel Ramirez,EMS,Middle,A,70.8,81.5,35.1,B,19.7,A,10.7,B,0,0,5.3,A,B,A
17K543,17,"Science, Technology and Research Early College High School at Erasmus",Dr. Eric L. Blake,HS,High School,A,73.3,75.3,36.8,A,14.5,B,12.3,A,8.3,A,1.4,A,B,A
02M519,2,Talent Unlimited High School,Linda Hamil,HS,High School,A,74.8,78.3,39.4,A,17.1,A,10.1,B,7.7,A,0.5,A,B,A
30Q580,30,Baccalaureate School for Global Education,Kelly Joan Johnson,HS,High School,A,74.9,78.6,41.4,A,14.7,B,11.1,B,7.7,A,0,A,B,A
30Q575,30,Academy of American Studies,William Bassell,HS,High School,A,75,79.1,36.6,A,14.9,A,10.5,B,8.6,A,4.4,A,B,A
02M459,2,Manhattan International High School,Gladys Rodriguez,HS,High School,A,76.5,82.7,40.5,A,9.1,C,12.5,A,6,B,8.4,A,B,A
04M012,4,Tag Young Scholars,Janette Cesar,EMS,K-8,A,77.4,95.1,44.4,A,21.6,A,8.4,B,0,0,3,A,B,A
10X032,10,P.S. 032 Belmont,Adalia Rosamilia,EMS,Elementary,A,77.6,96.1,42.4,A,20.8,A,9.2,A,0,0,5.2,A,B,A
25Q164,25,P.S. 164 Queens Valley,Anne Alfonso,EMS,K-8,A,77.6,96.3,45.2,A,18.7,A,5.3,C,0,0,8.4,A,B,A
02M531,2,Repertory Company High School for Theatre Arts,Manuel Urena,HS,High School,A,77.7,84.3,42.4,A,14.9,A,11.1,B,5.6,B,3.7,A,B,A
29Q265,29,Excelsior Preparatory High School,Lilly Narine Lucas,HS,High School,A,80.4,88.4,44.1,A,14.1,B,11.9,A,5,C,5.3,A,B,A
25Q237,25,I.S. 237,Judith Friedman,EMS,Middle,A,82.2,93.8,48.1,A,18.7,A,9.7,B,0,0,5.7,A,B,A
02M575,2,Manhattan Comprehensive Night and Day High School,Michael Toise,HST,High School Transfer,A,82.7,0,36.8,A,12.2,A,12.3,B,9.3,A,12.1,A,B,A
11X513,11,New World High School,Fausto Salazar,HS,High School,A,84.8,93,40.4,A,15.4,A,12.1,A,6.9,A,10,A,B,A
02M260,2,M.S. 260 Clinton School Writers & Artists,Jonathan Levin,EMS,Middle,A,98,100,56.5,A,21.7,A,11.9,A,0,0,7.9,A,B,A
06M128,6,P.S. 128 Audubon,Rosa Argelia Arredondo,EMS,Elementary,A,60.7,76.1,36.3,A,13.7,B,7.3,B,0,0,3.4,A,B,B
30Q078,30,P.S. 078,Louis Pavone,EMS,Elementary,A,61.5,77.7,38.7,A,13.4,B,7.9,B,0,0,1.5,A,B,B
25Q129,25,P.S. 129 Patricia Larkin,Marilyn Alesi,EMS,Elementary,A,63.3,80.3,30.9,B,18.1,A,10.7,A,0,0,3.6,A,B,B
20K170,20,Ralph A. Fabrizio School,Zhen (Tony) Wu,EMS,Elementary,A,67.5,87.2,44.1,A,14.8,B,5.2,C,0,0,3.4,A,B,B
21K101,21,P.S. 101 The Verrazano,Gregg Korrol,EMS,Elementary,A,69.7,89.8,38.4,A,18.2,A,10.5,A,0,0,2.5,A,B,B
16K081,16,P.S. 081 Thaddeus Stevens,Cheryl Ault Barker,EMS,Elementary,A,70.2,90.7,39.3,A,17.2,A,8.1,B,0,0,5.6,A,B,B
10X008,10,P.S. 008 Issac Varian,Rosa Maria Peralta,EMS,Elementary,A,70.4,91.2,39,A,19.5,A,8.3,B,0,0,3.6,A,B,B
03M541,3,Manhattan / Hunter Science High School,Susan Kreisman,HS,High School,A,72.6,74.3,37.5,A,11.7,B,13.4,A,8,A,2,A,B,B
10X291,10,P.S. 291,Carlos Velez,EMS,Elementary,A,73.9,93.3,38.7,A,20.5,A,11.5,A,0,0,3.2,A,B,B
06M366,6,Washington Heights Academy,Renzo Martinez,EMS,Elementary,A,78.5,96.6,49.9,A,19,A,6.4,B,0,0,3.2,A,B,B
84X165,84,Grand Concourse Charter School,Ira Victor,EMS,Elementary,A,79.2,97.1,43.8,A,21,A,12.2,A,0,0,2.2,A,B,B
19K108,19,P.S. 108 Sal Abbracciamento,Constance Hahn,EMS,Elementary,A,79.5,97.2,49.1,A,21.1,A,5.1,C,0,0,4.2,A,B,B
13K011,13,P.S. 011 Purvis J. Behan,Alonta Wrighton,EMS,Elementary,A,80.2,98,48.9,A,21.3,A,7.1,B,0,0,2.9,A,B,B
24Q744,24,VOYAGES Preparatory,Joan Klingsberg,HST,High School Transfer,A,84,0,36.4,A,12.7,A,14.8,A,7.4,A,12.7,A,B,B
05M285,5,Harlem Renaissance High School,Nadav Zeimer,HST,High School Transfer,A,69.6,0,27.6,B,13.9,A,10.6,C,6,B,11.5,A,B,C
84K626,84,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Michelle Kagan,EMS,Elementary,A,62.1,78.9,35.5,B,15.5,B,10.3,A,0,0,0.8,A,B,
84M430,84,The Equity Project Charter School (TEP),Zeke Vanderhoek,EMS,Middle,A,77.2,90.2,43.2,A,15.4,B,13,A,0,0,5.6,A,B,
25Q032,25,P.S. 032 State Street,Debra Errico,EMS,Elementary,A,70.3,90.8,39.1,A,19,A,10.7,A,0,0,1.4,A,C,A
12X098,12,J.H.S. 098 Herman Ridder,Claralee Irobunda,EMS,Middle,A,72,84,44.5,A,13.3,B,8.9,B,0,0,5.2,A,C,A
14K196,14,P.S. 196 Ten Eyck,Janine Colon,EMS,Elementary,A,76.9,95.3,38.4,A,21.7,A,12.1,A,0,0,4.7,A,C,A
30Q112,30,P.S. 112 Dutch Kills,Rafael Campos-Gatjens,EMS,Elementary,A,60.3,75.3,39.3,A,12.4,B,5.6,C,0,0,3,A,C,B
12X196,12,P.S. 196,Lizzette Rivera,EMS,Elementary,A,65.9,84.1,39.8,A,15,B,6.6,B,0,0,4.5,A,C,B
10X340,10,P.S. 340,Nelly Maldonado,EMS,Elementary,A,66.2,84.6,35.4,B,16.4,A,10.2,A,0,0,4.2,A,C,B
20K160,20,P.S. 160 William T. Sampson,Margaret Russo,EMS,Elementary,A,66.6,85.4,38.7,A,14.6,B,9.9,A,0,0,3.3,A,C,B
01M034,1,P.S. 034 Franklin D. Roosevelt,Rosemarie Gonzalez,EMS,K-8,A,73.5,90.2,40.9,A,18.6,A,8.7,B,0,0,5.3,A,C,B
09X004,9,P.S./M.S. 004 Crotona Park West,Vincent Resto,EMS,K-8,A,77.6,96.3,45.5,A,18.6,A,8.3,B,0,0,5.2,A,C,B
29Q283,29,Preparatory Academy for Writers: A College Board School,Charles Anderson,HS,High School,A,80.8,88.6,45.1,A,12.1,B,14,A,6.4,B,3.1,A,C,B
23K137,23,P.S./I.S. 137 Rachel Jean Mitchell,Zina Cooper,EMS,K-8,A,73.7,90.9,43.7,A,16.6,A,7.5,C,0,0,5.9,A,C,D
18K569,18,Kurt Hahn Expeditionary Learning School,Matt Brown,HS,High School,A,77.8,84.6,36.2,B,13.4,B,13.2,A,6.8,B,8.2,A,C,
04M377,4,Renaissance School of the Arts,Tammy Pate,EMS,Middle,A,68.2,75.8,43.6,A,11.5,C,9.8,B,0,0,3.3,A,D,A
04M072,4,The Lexington Academy,Antonio Hernandez,EMS,Elementary,A,73.8,93.1,39.7,A,18.5,A,10.9,A,0,0,4.7,A,D,A
84M708,84,Harlem Day Charter School,Lindsay Malanga,EMS,Elementary,A,66.5,85.1,40.5,A,14.8,B,7,B,0,0,4.1,A,D,C
10X386,10,School for Environmental Citizenship,Angelyn Donald,EMS,Elementary,A,69.9,90,39.3,A,16,A,10.9,A,0,0,3.7,A,F,F
16K627,16,Brighter Choice Community School,Fabayo Mcintosh,EMS,Elementary,A,78.3,96.4,42.7,A,19.4,A,10.2,A,0,0,6,A,,D
28Q303,28,The Academy for Excellence through the Arts,Barbara Leto,EC,K-3,A,61.5,0,28.5,A,18.8,B,11.3,B,0,0,2.9,A,,
25Q244,25,The Active Learning Elementary School,Robert Groff,EC,K-3,A,68,0,27.4,A,25,A,10.9,B,0,0,4.7,A,,
84Q341,84,Riverton Street Charter School,Verone Kennedy,EMS,Elementary,A,68.3,88.4,38.3,A,16.2,A,12.4,A,0,0,1.4,A,,
84K777,84,Ocean Hill Collegiate Charter School,Hannah Solomon,EMS,Middle,A,73.6,86,36.4,B,19.8,A,13.8,A,0,0,3.6,A,,
84K780,84,Brooklyn East Collegiate Charter School,Eric Green,EMS,Middle,A,83.8,95.2,45.7,A,20,A,13.9,A,0,0,4.2,A,,
84K712,84,Excellence Girls Charter School,Celestina De La Garza,EMS,Elementary,A,88.6,99.7,53.4,A,24.6,A,10.3,A,0,0,0.3,A,,
28Q350,28,Jamaica Gateway to the Sciences,Caren Birchwood Taylo,HS,High School,A,71,71.3,35,B,16.2,A,10.8,B,7.9,A,1.1,A,,
18K633,18,High School for Medical Professions,Joseph Scarmato,HS,High School,A,74.4,77.5,36.9,A,17.3,A,11.2,B,5.1,C,3.9,A,,
27Q308,27,Robert H. Goddard High School of Communication Arts and Technology,Joseph Birgeles,HS,High School,A,76.1,81,38.6,A,16.8,A,12.3,A,4.2,C,4.2,A,,
06M293,6,City College Academy of the Arts,Bernadette Drysdale,HS,High School,A,77,83.2,36.2,B,15.4,A,12.6,A,9.2,A,3.6,A,,
84M284,84,Harlem Children's Zone/Promise Academy Charter School,Tonya White/Shakira Petit,HS,High School,A,79.8,88.1,38.1,A,18.9,A,10,B,8.8,A,4,A,,
24Q293,24,Civic Leadership Academy,Phuong Nguyen,HS,High School,A,82,90,41.3,A,16,A,11.2,B,6.1,B,7.4,A,,
19K683,19,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",Janice Ross,HS,High School,A,82.1,90.5,37.4,A,18.8,A,11.2,B,6.9,A,7.7,A,,
12X388,12,Pan American International High School at Monroe,Bridgit Claire Bye,HS,High School,A,85.4,94.3,46.6,A,14.2,B,11.2,B,4.8,C,8.6,A,,
84X393,84,Green Dot NY Charter School,Ashish Kapadia,HS,High School,A,100.1,99.2,50.4,A,20,A,14.6,A,7,A,8.1,A,,
30Q301,30,Academy for Careers in Television and Film,Edgar Rodriguez,HS,High School,A,100.9,99.7,48.9,A,19.3,A,13.9,A,9.4,A,9.4,A,,
25Q242,25,P.S. 242 Leonard P. Stavisky Early Childhood Sch,Patricia Costa,EC,K-3,A,59.2,0,26.7,A,20.2,A,5.6,C,0,0,6.7,B,A,A
15K295,15,P.S. 295,Linda Mazza,EMS,Elementary,A,60.2,75.1,31.3,B,13.7,B,11.6,A,0,0,3.6,B,A,A
25Q214,25,P.S. 214 Cadwallader Colden,Denise Fuccillo,EMS,Elementary,A,60.8,76.2,36,A,15.2,B,4.5,C,0,0,5.1,B,A,A
26Q173,26,P.S. 173 Fresh Meadows,Molly Wang,EMS,Elementary,A,62.6,79.5,34.7,B,18.5,A,6.8,B,0,0,2.6,B,A,A
15K321,15,P.S. 321 William Penn,Elizabeth Phillips,EMS,Elementary,A,64.1,80.8,31.8,B,18.9,A,11.1,A,0,0,2.3,B,A,A
20K105,20,P.S. 105 The Blythebourne,Johanna Castronovo,EMS,Elementary,A,64.5,81.5,36.4,A,15,B,10,A,0,0,3.1,B,A,A
24Q089,24,P.S. 089 Elmhurst,Casper Cacioppo,EMS,Elementary,A,64.7,81.8,36.1,A,16.5,A,8.5,B,0,0,3.6,B,A,A
28Q161,28,P.S. 161 Arthur Ashe School,Jill Hoder,EMS,Elementary,A,64.7,81.8,34.2,B,15.7,A,12.2,A,0,0,2.6,B,A,A
02M011,2,P.S. 011 William T. Harris,Robert Bender,EMS,Elementary,A,65.9,84.1,37.5,A,16.9,A,8.8,B,0,0,2.7,B,A,A
13K046,13,P.S. 046 Edward C. Blum,Karyn Nicholson,EMS,Elementary,A,66,84.3,43.5,A,14.3,B,3.8,C,0,0,4.4,B,A,A
02M124,2,P.S. 124 Yung Wing,Alice Hom,EMS,Elementary,A,66.2,84.6,36.3,A,22.6,A,5.2,C,0,0,2.1,B,A,A
04M083,4,P.S. 083 Luis Munoz Rivera,Frances Castillo,EMS,Elementary,A,66.9,86.2,38.5,A,17.9,A,7.8,B,0,0,2.7,B,A,A
30Q227,30,I.S. 227 Louis Armstrong,William Fahey,EMS,Middle,A,68.5,76.1,36.6,B,16.5,A,11,B,0,0,4.4,B,A,A
02M040,2,P.S. 040 Augustus Saint-Gaudens,Susan Felder,EMS,Elementary,A,68.7,88.9,40.3,A,17.2,A,7,B,0,0,4.2,B,A,A
25Q499,25,"The Queens College School for Math, Science and",Helene Jacob,EMS,K-8,A,68.7,83.5,38.4,A,17.3,A,8.1,B,0,0,4.9,B,A,A
06M311,6,Amistad Dual Language School,Miriam Pedraja,EMS,K-8,A,70.4,86,36,B,16.5,A,12.5,A,0,0,5.4,B,A,A
07X551,7,The Urban Assembly Bronx Academy of Letters,Jeffrey Garrett,HS,High School,A,70.5,68.8,29.9,B,18.1,A,9,C,7.3,A,6.2,B,A,A
24Q102,24,P.S. 102 Bayview,Anthony Pisacano,EMS,K-8,A,71.1,87.8,38.8,A,16.5,A,11.7,A,0,0,4.1,B,A,A
26Q026,26,P.S. 026 Rufus King,Dina Koski,EMS,Elementary,A,71.6,92.5,45,A,15.4,B,6.4,B,0,0,4.8,B,A,A
25Q294,25,BELL Academy,David Abbott,EMS,Middle,A,73.3,85.1,35.8,B,19.2,A,11,B,0,0,7.3,B,A,A
27Q650,27,"High School for Construction Trades, Engineering and Architecture",Lakeisha Gordon,HS,High School,A,73.8,76.2,41.8,A,16.3,A,8.8,C,6.1,B,0.8,B,A,A
24Q229,24,P.S. 229 Emanuel Kaplan,Dr. Sibylle Ajwani,EMS,Elementary,A,74.3,93.8,45.1,A,18,A,8.1,B,0,0,3.1,B,A,A
11X544,11,High School for Contemporary Arts,Francisco Sanchez,HS,High School,A,75.8,80.2,36.4,B,14.6,B,10.9,B,5.1,C,8.7,B,A,A
14K478,14,"The High School for Enterprise, Business and Technology",Holger Carrillo,HS,High School,A,76.1,81,34.2,B,16.5,A,11.9,A,6.6,B,6.9,B,A,A
20K164,20,P.S. 164 Caesar Rodney,Margaret Choy-Shan,EMS,Elementary,A,76.6,95.1,41.8,A,16.7,A,12.9,A,0,0,5.2,B,A,A
03M199,3,P.S. 199 Jessie Isador Straus,Katy Rosen,EMS,Elementary,A,77.2,95.6,45.3,A,21.4,A,8,B,0,0,2.5,B,A,A
21K097,21,P.S. 97 The Highlawn,Kristine Mustillo,EMS,Elementary,A,77.4,95.9,47,A,18.2,A,9.1,A,0,0,3.1,B,A,A
15K051,15,M.S. 51 William Alexander,Lenore Berner,EMS,Middle,A,86.1,96.1,48.8,A,21,A,11.2,B,0,0,5.1,B,A,A
02M077,2,P.S. 77 Lower Lab School,Mara Ratesic Koetke,EMS,Elementary,A,90.8,99.8,52.9,A,24.9,A,10.3,A,0,0,2.7,B,A,A
03M009,3,P.S. 009 Sarah Anderson,Diane Brady,EMS,Elementary,A,62,78.7,32.2,B,19.6,A,8.9,B,0,0,1.3,B,A,B
02M041,2,P.S. 041 Greenwich Village,Kelly Shannon,EMS,Elementary,A,64.3,81.3,28.9,B,19.2,A,12.1,A,0,0,4.1,B,A,B
25Q163,25,P.S. 163 Flushing Heights,Nicole Bullen-Stinchco,EMS,Elementary,A,65.1,82.8,34.4,B,18.9,A,9.7,A,0,0,2.1,B,A,B
03M165,3,P.S. 165 Robert E. Simon,Aracelis Castellano-Folk,EMS,K-8,A,65.5,79.3,35.3,B,18.8,A,7.3,C,0,0,4.1,B,A,B
02M059,2,P.S. 059 Beekman Hill International,Adele Schroeter,EMS,Elementary,A,65.9,84.1,36.5,A,16.3,A,10.4,A,0,0,2.7,B,A,B
15K088,15,J.H.S. 088 Peter Rouget,Ailene Altman Mitchell,EMS,Middle,A,71.2,82.3,38.7,B,16.9,A,10.5,B,0,0,5.1,B,A,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,EMS,Middle,A,71.5,83.2,39.7,A,16.9,A,9.7,B,0,0,5.2,B,A,B
13K056,13,P.S. 056 Lewis H. Latimer,Deborah Clark-Johnson,EMS,Elementary,A,71.6,92.5,39.5,A,20.6,A,8.4,B,0,0,3.1,B,A,B
19K660,19,W. H. Maxwell Career and Technical Education High School,Jocelyn Badette,HS,High School,A,73.4,75.6,37.4,A,13.9,B,10.8,B,4.1,C,7.2,B,A,B
20K227,20,J.H.S. 227 Edward B. Shallow,Brenda D. Champion,EMS,Middle,A,74,86.8,47,A,13.8,B,7.9,C,0,0,5.3,B,A,B
02M006,2,P.S. 006 Lillie D. Blake,Lauren Fontana,EMS,Elementary,A,76.1,94.8,42.2,A,21.2,A,8.2,B,0,0,4.5,B,A,B
02M167,2,J.H.S. 167 Robert F. Wagner,Jennifer Rehn,EMS,Middle,A,78.3,92.1,42.6,A,19.7,A,9.4,B,0,0,6.5,B,A,B
04M146,4,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary,A,61.3,77.1,45.3,A,5.9,D,3.4,C,0,0,6.7,B,A,C
16K026,16,P.S. 026 Jesse Owens,Cynthia Celestine,EMS,Elementary,A,64.8,82.1,36.1,A,19.3,A,6.4,B,0,0,3,B,A,C
04M406,4,GLOBAL TECHNOLOGY PREPARATORY,Chrystina Russell,EMS,Middle,A,76.8,89,43.3,A,13.8,B,14.3,A,0,0,5.4,B,A,
10X374,10,Knowledge and Power Preparatory Academy International High School (Kappa),Panorea Panagiosoulis,HS,High School,A,84.8,93.2,35.6,B,19,A,12.6,A,9.3,A,8.3,B,A,
02M158,2,P.S. 158 Bayard Taylor,Darryl Alhadeff,EMS,Elementary,A,61.9,78.4,35.1,B,19.3,A,3,C,0,0,4.5,B,B,A
02M212,2,P.S. 212 Midtown West,Dean Ketchum,EMS,Elementary,A,62.3,79,29.4,B,18,A,12.1,A,0,0,2.8,B,B,A
27Q063,27,P.S. 063 Old South,Diane Marino Coleman,EMS,Elementary,A,62.4,79.3,41.4,A,13.8,B,4.6,C,0,0,2.6,B,B,A
27Q232,27,P.S. 232 Lindenwood,Lisa Josephson,EMS,K-8,A,66.5,80.5,34.6,B,18,A,10.6,A,0,0,3.2,B,B,A
20K062,20,J.H.S. 062 Ditmas,Barry Kevorkian,EMS,Middle,A,68.6,76.4,39.9,A,13.8,B,10.6,B,0,0,4.3,B,B,A
30Q230,30,I.S. 230,Sharon Terry,EMS,Middle,A,68.8,76.7,39.2,A,17.6,A,7.9,C,0,0,4.1,B,B,A
22K197,22,P.S. 197 Brooklyn,Rosemarie Barbiere Nicoletti,EMS,Elementary,A,69.5,89.7,41.6,A,14.4,B,10.4,A,0,0,3,B,B,A
25Q281,25,East-West School of International Studies,Ben Sherman,HS,High School,A,70.5,68.8,35.5,B,15.1,A,9.1,C,7,A,3.8,B,B,A
08X293,8,Renaissance High School for Musical Theater & Technology,Maria N Herrera,HS,High School,A,70.6,69.1,33.5,B,13.4,B,11.7,A,5.2,C,6.8,B,B,A
11X542,11,Pelham Preparatory Academy,Carlos Santiago,HS,High School,A,71.2,71.8,28.6,B,16.9,A,12.6,A,9.8,A,3.3,B,B,A
26Q216,26,J.H.S. 216 George J. Ryan,Reginald Landeau,EMS,Middle,A,73.6,86,41.6,A,19.1,A,7.6,C,0,0,5.3,B,B,A
10X228,10,Jonas Bronck Academy,Brenda Gonzalez,EMS,Middle,A,74.8,87.9,41,A,14.2,B,14.4,A,0,0,5.2,B,B,A
03M250,3,M.S. 250 West Side Collaborative Middle School,Jeanne Rotunda,EMS,Middle,A,75.8,88.8,40.7,A,15.7,B,13.1,A,0,0,6.3,B,B,A
06M028,6,P.S. 028 Wright Brothers,Awilda Baez,EMS,Elementary,A,76.6,95.1,49.7,A,14.3,B,8.2,B,0,0,4.4,B,B,A
84K608,84,Kings Collegiate Charter School,Scott Schuster/Maya Roth,EMS,Middle,A,77.4,90.5,43.7,A,19,A,12.4,A,0,0,2.3,B,B,A
07X223,7,M.S. 223 The Laboratory School of Finance and Te,Ramon Gonzalez,EMS,Middle,A,78.1,91.3,47.1,A,16.1,B,11.1,B,0,0,3.8,B,B,A
25Q281,25,East-West School of International Studies,Ben Sherman,EMS,Middle,A,84.5,95.5,47.6,A,20.9,A,10.2,B,0,0,5.8,B,B,A
26Q162,26,P.S. 162 John Golden,Joan Casale,EMS,Elementary,A,61.3,77.2,31.6,B,19.3,A,8.8,B,0,0,1.6,B,B,B
21K199,21,P.S. 199 Frederick Wachtel,Rosalia Bacarella,EMS,Elementary,A,61.9,78.4,37.5,A,17.1,A,5,C,0,0,2.3,B,B,B
20K506,20,P.S. 506: The School of Journalism & Technology,Lisa Sarnicola,EMS,Elementary,A,63.7,80.7,36.8,A,12.8,B,10.3,A,0,0,3.8,B,B,B
03M087,3,P.S. 087 William Sherman,Monica Berry,EMS,Elementary,A,64.2,81.2,38.3,A,18.8,A,2.6,C,0,0,4.5,B,B,B
20K180,20,The SEEALL Academy,Gary Williams,EMS,K-8,A,64.6,78.1,33.7,B,15.6,B,10.8,A,0,0,4.5,B,B,B
02M183,2,P.S. 183 Robert L. Stevenson,Tara Napoleoni,EMS,Elementary,A,65.2,83,37,A,19.3,A,4.8,C,0,0,4.1,B,B,B
09X110,9,P.S. 110 Theodore Schoenfeld,Daisy Perez,EMS,Elementary,A,65.4,83.3,33.5,B,19.2,A,7.3,B,0,0,5.4,B,B,B
09X088,9,P.S. X088 - S. Silverstein Little Sparrow School,Melinda Hyer,EC,K-3,A,67.1,0,29.7,A,22.3,A,9.5,B,0,0,5.6,B,B,B
30Q580,30,Baccalaureate School for Global Education,Kelly Joan Johnson,EMS,Middle,A,68.1,75.6,32.2,B,23.4,A,10.6,B,0,0,1.9,B,B,B
08X036,8,P.S. 036 Unionport,Elvira Maresca,EMS,Elementary,A,68.2,88,43.2,A,15.7,A,6.1,B,0,0,3.2,B,B,B
15K442,15,New Horizons School,Deanna Sinito,EMS,Middle,A,69.6,78.7,42.3,A,12.2,B,8.4,C,0,0,6.6,B,B,B
84Q705,84,"Renaissance Charter School, The",Stacey Gauthier,HS,High School,A,70.5,68.8,35,B,14.1,B,11.3,B,7.4,A,2.7,B,B,B
25Q263,25,Flushing International High School,Lara Evangelista,HS,High School,A,70.8,70.5,30.9,B,12.4,B,13.1,A,6.1,B,8.3,B,B,B
01M696,1,Bard High School Early College,Michael Lerner,HS,High School,A,71.1,71.5,35.9,B,15,A,10.7,B,9.4,A,0.1,B,B,B
20K445,20,New Utrecht High School,Maureen Goldfarb,HS,High School,A,71.5,72.6,33.9,B,13.4,B,9,C,7.4,A,7.8,B,B,B
13K430,13,Brooklyn Technical High School,Randy Asher,HS,High School,A,73.1,74.8,40.7,A,16.4,A,7.1,D,8.9,A,0,B,B,B
20K229,20,P.S. 229 Dyker,Robert Zappulla,EMS,K-8,A,73.3,89.6,40.7,A,18.7,A,9,B,0,0,4.9,B,B,B
02M605,2,Humanities Preparatory Academy,Jeannie Ferrari,HST,High School Transfer,A,74.1,0,32.8,B,18.6,A,10.2,C,9.4,A,3.1,B,B,B
01M378,1,School for Global Leaders,Carry Chan,EMS,Middle,A,74.7,87.6,41.7,A,17.7,A,11.2,B,0,0,4.1,B,B,B
09X145,9,J.H.S. 145 Arturo Toscanini,Robert Hannibal,EMS,Middle,A,75.2,88.2,46.7,A,10.2,C,11.6,A,0,0,6.7,B,B,B
21K411,21,Abraham Lincoln Yabc,Neal Reich,YABC,YABC,A,76.3,0,33.7,A,12.8,A,13.8,A,8.6,A,7.4,B,B,B
15K039,15,P.S. 039 Henry Bristow,Anita De Paz,EMS,Elementary,A,77.7,96.2,47.2,A,17.7,A,9.2,A,0,0,3.6,B,B,B
28Q680,28,Queens Gateway to Health Sciences Secondary School,Judy Henry,HS,High School,A,78.5,85.6,47.6,A,15.4,A,7.4,C,8,A,0.1,B,B,B
21K468,21,Kingsborough Early College School,Connie Hamilton,EMS,Middle,A,79.9,92.4,48.6,A,17.8,A,10,B,0,0,3.5,B,B,B
