DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2011-2012 OVERALL GRADE,2011-2012 OVERALL SCORE,2011-12 OVERALL PERCENTILE,2011-2012 PROGRESS CATEGORY SCORE,2011-2012 PROGRESS GRADE,2011-2012 PERFORMANCE CATEGORY SCORE,2011-2012 PERFORMANCE GRADE,2011-2012 ENVIRONMENT CATEGORY SCORE,2011-2012 ENVIRONMENT GRADE,2011-2012 COLLEGE AND CAREER READINESS SCORE,2011-2012 COLLEGE AND CAREER READINESS GRADE,2011-2012 ADDITIONAL CREDIT,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
04M083,04,P.S. 083 Luis Munoz Rivera,Frances Castillo,EMS,Elementary,52.60,B,56.5,57.2,24.5,C,20.0,A,9.7,A,,,2.3,A,A
04M096,04,P.S. 096 Joseph Lanzetta,Betty Lugo,EMS,K-8,65.20,C,48.7,35.6,27.8,C,11.0,C,6.7,C,,,3.2,B,C
04M102,04,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary,65.44,B,60.4,64.9,30.8,B,14.6,B,9.9,A,,,5.1,B,A
04M108,04,P.S. 108 Assemblyman Angelo Del Toro Educational,Gryssele Machicote,EMS,K-8,61.76,C,41.9,17.5,12.5,F,17.2,A,9.9,A,,,2.2,A,B
04M146,04,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary,75.42,B,54.1,51.5,35.7,B,7.9,D,6.0,C,,,4.5,A,C
04M155,04,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary,69.35,C,46.6,30.8,25.4,C,9.6,C,7.9,B,,,3.7,B,B
04M171,04,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,K-8,54.70,A,88.7,98.1,48.3,A,23.1,A,11.8,A,,,5.5,B,A
04M182,04,The Bilingual Bicultural School,Andrea Hernandez,EMS,Elementary,60.19,A,65.2,76.2,31.5,B,20.6,A,11.1,A,,,2.0,B,A
04M206,04,P.S. 206 Jose Celso Barbosa,Camille Forbes,EMS,Elementary,65.06,B,60.3,64.8,30.5,B,15.1,B,9.5,B,,,5.2,D,C
04M224,04,M.S. 224 Manhattan East School for Arts & Academ,Liliana Sarro,EMS,Middle,3.29,C,30.3,6.4,11.4,F,10.9,C,6.5,C,,,1.5,C,C
04M372,04,ESPERANZA PREPARATORY ACADEMY,Alex Estrella,EMS,Middle,2.09,B,54.6,49.2,20.8,D,17.6,A,12.3,A,,,3.9,A,A
04M375,04,Mosaic Preparatory Academy,Lisette Caesar,EMS,Elementary,65.75,B,59.6,63.1,33.8,B,10.0,C,9.7,A,,,6.1,D,B
04M377,04,Renaissance School of the Arts,Tammy Pate,EMS,Middle,1.89,A,83.6,95.0,48.8,A,19.2,A,10.7,A,,,4.9,D,A
04M381,04,Global Neighborhood Secondary School,Luis Genao,EMS,Middle,1.86,B,53.3,45.9,27.9,C,11.6,C,9.4,B,,,4.4,B,C
04M406,04,GLOBAL TECHNOLOGY PREPARATORY,Chrystina Russell,EMS,Middle,2.09,B,63.8,71.0,24.8,C,20.6,A,13.6,A,,,4.8,A,.
04M497,04,Central Park East I,Lindley Uehling/Julia Zucke,EMS,Elementary,34.14,C,47.5,33.9,16.4,D,17.2,A,11.6,A,,,2.2,C,C
04M610,04,Young Women's Leadership School,Althea Bradshaw-Tyson,EMS,Middle,3.25,C,45.1,24.6,20.1,D,13.6,B,10.8,A,,,0.6,B,C
04M825,04,Isaac Newton Middle School for Math & Science,Lisa Nelson,EMS,Middle,2.65,C,47.2,28.2,23.1,C,11.2,C,10.8,A,,,2.1,D,C
04M964,04,Central Park East II,Naomi Smith,EMS,Elementary,44.12,C,44.6,24.8,15.9,D,15.4,B,11.5,A,,,1.8,A,B
05M030,05,P.S. 030 Hernandez/Hughes,Teri Stinson,EMS,Elementary,70.62,C,49.5,38.2,28.8,C,6.7,D,9.1,B,,,4.9,D,A
05M036,05,P.S. 036 Margaret Douglas,Cynthia Mullins-Simmons,EMS,Elementary,60.31,C,45.9,28.5,29.2,C,9.2,C,4.6,D,,,2.9,C,B
05M046,05,P.S. 046 Arthur Tappan,George Young,EMS,K-8,62.50,C,41.0,14.4,18.9,D,9.9,C,9.5,B,,,2.7,B,C
05M092,05,P.S. 092 Mary McLeod Bethune,Rosa Davila,EMS,Elementary,65.86,B,53.0,48.0,26.2,C,11.3,C,11.2,A,,,4.3,B,B
05M123,05,P.S. 123 Mahalia Jackson,Beverly Lewis,EMS,K-8,64.19,C,42.3,19.4,22.9,C,6.3,F,9.5,B,,,3.6,D,C
05M125,05,P.S. 125 Ralph Bunche,Reginald Higgins,EMS,Elementary,61.55,C,46.9,32.8,26.6,C,9.0,C,6.9,C,,,4.4,C,B
05M129,05,P.S. 129 John H. Finley,Odelphia Pierre,EMS,K-8,62.61,B,52.6,41.3,30.9,C,10.8,C,6.7,C,,,4.2,C,B
05M133,05,P.S. 133 Fred R Moore,Susan M. Vairo,EMS,Elementary,67.45,F,23.8,1.5,10.9,F,7.5,D,2.5,F,,,2.9,C,C
05M154,05,P.S. 154 Harriet Tubman,Elizabeth Jarrett,EMS,Elementary,66.49,C,46.7,31.6,27.0,C,7.4,D,8.4,B,,,3.9,D,C
05M161,05,P.S. 161 Pedro Albizu Campos,Pamela Price Haynes,EMS,K-8,65.64,B,55.4,55.0,26.0,C,15.5,B,9.9,A,,,4.0,B,B
05M175,05,P.S. 175 Henry H Garnet,Cheryl Mcclendon,EMS,Elementary,64.75,C,36.2,10.8,17.5,D,11.8,C,5.8,C,,,1.1,B,B
05M194,05,P.S. 194 Countee Cullen,Josephine Bazan,EMS,Elementary,70.51,B,51.8,43.3,37.3,B,4.3,F,5.3,C,,,4.9,D,C
05M195,05,I.S. 195 Roberto Clemente,Rashaunda Shaw,EMS,Middle,1.69,,.,.,.,,.,,.,,,,.,.,D
05M197,05,P.S. 197 John B. Russwurm,Natasha Spann,EMS,Elementary,63.02,D,28.1,3.6,16.1,D,1.2,F,7.0,C,,,3.7,F,B
05M200,05,P.S. 200- The James Mccune Smith School,Renee Y. Belton,EMS,Elementary,65.52,D,29.2,3.9,13.7,F,6.8,D,5.8,C,,,2.9,C,B
05M286,05,I.S. M286 Renaissance Military Leadership Academ,Qadir Ben Dixon,EMS,Middle,2.24,A,69.8,81.5,41.9,A,15.2,B,9.1,B,,,3.6,C,C
05M302,05,KAPPA IV,Juan Vives,EMS,Middle,2.36,C,43.4,20.4,18.8,D,13.8,B,8.6,B,,,2.1,A,B
05M318,05,Thurgood Marshall Academy Lower School,Dawn Brooks Decosta,EMS,Elementary,49.58,C,37.0,11.6,14.2,F,11.7,C,10.0,A,,,1.1,B,C
05M362,05,Columbia Secondary School,Miriam Nightengale,EMS,Middle,3.85,C,48.8,32.9,19.6,D,19.8,A,8.4,B,,,1.0,A,C
05M367,05,Academy for Social Action: A College Board Schoo,Rhokeisha Ford,EMS,Middle,1.97,F,18.1,1.1,8.1,F,7.3,D,,F,,,2.7,D,B
05M410,05,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIE,Travis Brown,EMS,Middle,1.89,C,41.2,16.9,27.0,C,9.9,C,1.3,F,,,3.0,B,.
05M469,05,Choir Academy of Harlem,Dr. Melissa Vaughan,EMS,Middle,2.18,F,14.4,0.6,0.3,F,6.4,D,5.4,C,,,2.2,B,C
05M499,05,Frederick Douglass Academy,Joseph Gates,EMS,Middle,2.71,C,44.0,21.8,26.6,C,10.1,C,5.1,D,,,2.2,B,C
05M514,05,New Design Middle School,Daniel Black,EMS,Middle,2.11,,.,.,.,,.,,.,,,,.,.,.
05M670,05,Thurgood Marshall Academy for Learning and Socia,Sean Davenport,EMS,Middle,2.83,C,42.2,18.2,21.8,C,11.3,C,7.7,B,,,1.4,D,D
06M004,06,P.S. 004 Duke Ellington,Delois White,EMS,Elementary,65.34,B,51.7,43.1,28.2,C,10.5,C,9.1,B,,,3.9,B,B
06M005,06,P.S. 005 Ellen Lurie,Wanda Soto,EMS,Elementary,64.19,D,34.4,8.0,17.9,D,7.2,D,6.4,C,,,2.9,C,B
06M008,06,P.S. 008 Luis Belliard,Rafaela Landin,EMS,Elementary,65.13,C,47.5,33.9,22.0,C,9.4,C,11.9,A,,,4.2,B,A
06M018,06,P.S. 018 Park Terrace,Connie Mejia,EMS,K-8,61.03,A,65.9,79.4,36.0,B,12.9,B,10.9,A,,,6.1,A,B
06M028,06,P.S. 028 Wright Brothers,Awilda Baez,EMS,Elementary,70.36,B,59.1,62.1,30.7,B,14.6,B,10.2,A,,,3.6,B,A
06M048,06,P.S. 048 P.O. Michael J. Buczek,Tracy Walsh,EMS,Elementary,64.55,B,52.3,45.4,24.0,C,13.7,B,9.5,B,,,5.1,A,B
06M052,06,J.H.S. 052 Inwood,Salvador Fernandez,EMS,Middle,2.34,B,61.5,66.3,33.3,B,14.0,B,10.6,A,,,3.6,B,A
06M098,06,P.S. 098 Shorac Kappock,Maritza Rodriguez,EMS,Elementary,61.65,B,56.5,57.2,35.8,B,9.6,C,7.1,C,,,4.0,C,B
06M115,06,P.S. 115 Alexander Humboldt,Angela Rodriguez,EMS,Elementary,70.58,C,41.6,18.9,24.2,C,9.4,C,5.6,C,,,2.4,C,C
06M128,06,P.S. 128 Audubon,Rosa Argelia Arredondo,EMS,Elementary,67.25,A,73.0,90.3,40.2,A,17.2,A,11.5,A,,,4.1,B,B
06M132,06,P.S. 132 Juan Pablo Duarte,Xiomara Nova,EMS,Elementary,66.78,D,35.6,9.8,18.0,D,5.4,F,8.8,B,,,3.4,D,B
06M143,06,J.H.S. 143 Eleanor Roosevelt,Ourania Pappas,EMS,Middle,2.06,B,53.3,45.9,27.5,C,12.7,C,8.6,B,,,4.4,B,B
06M152,06,P.S. 152 Dyckman Valley,Julia Pietri,EMS,Elementary,65.44,C,40.0,16.2,22.8,C,10.4,C,4.0,D,,,2.8,C,B
06M153,06,P.S. 153 Adam Clayton Powell,Karen Bailey,EMS,Elementary,62.90,A,65.0,75.7,33.4,B,16.5,A,11.9,A,,,3.1,A,A
06M173,06,P.S. 173,Dawn Boursiquot,EMS,Elementary,58.95,D,33.2,6.2,13.2,F,9.6,C,8.4,B,,,2.0,B,B
06M187,06,P.S./I.S. 187 Hudson Cliffs,Ms. Cynthia Chory,EMS,K-8,33.25,C,44.0,25.0,21.1,D,14.3,B,5.7,C,,,2.9,B,A
06M189,06,P.S. 189,Theresa Luger,EMS,Elementary,65.21,B,62.2,69.8,35.0,B,14.7,B,9.3,B,,,3.2,A,A
06M192,06,P.S. 192 Jacob H. Schiff,Deborah Schaefer,EMS,Elementary,61.81,B,57.6,59.2,31.1,B,11.2,C,12.2,A,,,3.1,B,C
06M210,06,P.S./I.S. 210 - Twenty-first Century Academy for,Evelyn Linares,EMS,K-8,62.32,C,49.6,36.9,18.1,D,15.3,B,11.9,A,,,4.3,C,B
06M218,06,I.S. 218 Salome Urena,June Barnett,EMS,Middle,2.03,A,69.8,81.5,41.9,A,14.6,B,7.8,B,,,5.5,C,B
06M223,06,The Mott Hall School,Cynthia Arndt,EMS,Middle,3.44,C,47.7,30.7,20.4,D,18.3,A,7.5,C,,,1.5,B,A
06M278,06,Paula Hedbavny School,Maureen Guido,EMS,K-8,49.41,A,64.1,75.0,35.6,B,15.9,B,8.9,B,,,3.7,A,B
06M293,06,City College Academy of the Arts,Bernadette Drysdale,EMS,Middle,2.63,A,90.7,97.5,50.9,A,23.9,A,12.0,A,,,3.9,A,A
06M311,06,Amistad Dual Language School,Miriam Pedraja,EMS,K-8,52.59,B,56.4,58.1,22.9,C,17.7,A,12.2,A,,,3.6,A,A
06M314,06,Muscota,Camille Wallin,EMS,Elementary,34.51,D,28.2,3.8,11.7,F,2.1,F,11.9,A,,,2.5,C,B
06M319,06,M.S. 319 - Maria Teresa,Ysidro Abreu,EMS,Middle,2.36,A,68.9,79.8,36.3,B,14.8,B,13.3,A,,,4.5,A,A
06M322,06,Middle School 322,Erica Zigelman,EMS,Middle,2.33,B,58.3,57.5,33.3,B,12.6,C,7.9,B,,,4.5,C,B
06M324,06,M.S. 324 - Patria Mirabal,Janet Heller,EMS,Middle,2.19,A,77.1,90.1,41.5,A,17.3,A,13.1,A,,,5.2,A,A
06M325,06,P.S. 325,Gary H. Cruz,EMS,Elementary,70.27,B,54.4,51.8,29.5,C,14.2,B,7.6,B,,,3.1,C,C
06M326,06,M.S. 326 - Writers Today & Leaders Tomorrow,Sharon Weissbrot,EMS,Middle,2.19,C,47.7,30.7,29.6,C,9.8,C,3.9,D,,,4.3,A,A
06M328,06,M.S. 328 - Manhattan Middle School for Scientifi,Olga Quiles,EMS,Middle,2.06,B,57.3,55.5,27.8,C,11.4,C,13.2,A,,,4.9,B,B
06M346,06,Community Health Academy of the Heights,Mark House,EMS,Middle,2.21,B,64.5,73.2,39.3,A,12.1,C,9.1,B,,,4.0,C,C
06M348,06,Washington Heights Expeditionary Learning School,Brett Kimmel,EMS,Middle,2.23,A,87.1,95.9,49.6,A,21.1,A,11.30,A,,,5.10,A,B
06M349,06,Harbor Heights,Monica Klehr,EMS,Middle,2.07,A,76.9,89.5,47.5,A,12.0,C,12.4,A,,,5.0,A,A
06M366,06,Washington Heights Academy,Renzo Martinez,EMS,Elementary,54.79,A,79.0,95.1,45.5,A,18.5,A,11.4,A,,,3.6,B,B
06M368,06,Hamilton Heights School,Nicky Kram Rosen,EMS,Elementary,50.18,C,48.6,36.6,28.5,C,11.2,C,6.6,C,,,2.3,A,C
06M528,06,I.S. 528 Bea Fuller Rodgers School,Kristy Dela Cruz,EMS,Middle,2.51,C,42.1,18.0,19.8,D,9.2,C,10.0,A,,,3.1,D,C
07X001,07,P.S. 001 Courtlandt School,Jorge Perdomo,EMS,Elementary,67.39,C,36.9,11.3,18.1,D,8.5,D,7.8,B,,,2.5,D,C
07X005,07,P.S. 005 Port Morris,Mary Padilla,EMS,Elementary,65.67,B,52.8,47.4,26.7,C,11.1,C,11.4,A,,,3.6,B,C
07X018,07,P.S. 018 John Peter Zenger,Jasmin Varela,EMS,Elementary,66.35,C,47.4,33.4,26.7,C,11.0,C,6.2,C,,,3.4,A,C
07X025,07,P.S. 025 Bilingual School,Carmen Toledo,EMS,Elementary,68.65,A,81.6,96.6,46.4,A,17.8,A,12.1,A,,,5.3,B,A
07X029,07,P.S./M.S. 029 Melrose School,Meredith Gotlin,EMS,K-8,61.36,C,42.0,18.1,23.3,C,8.9,D,7.1,C,,,2.7,D,C
07X030,07,P.S. 030 Wilton,Debra Michaux,EMS,Elementary,68.06,B,61.6,68.5,35.1,B,12.6,B,8.0,B,,,5.9,A,A
07X031,07,P.S./M.S. 031 The William Lloyd Garrison,Liza Diaz,EMS,K-8,64.26,C,41.2,15.0,19.9,D,10.6,C,7.9,B,,,2.8,C,C
07X043,07,P.S. 043 Jonas Bronck,Giovanna Delucchi,EMS,Elementary,63.88,A,74.9,92.3,44.1,A,19.0,A,9.1,B,,,2.7,A,A
07X049,07,P.S. 049 Willis Avenue,Laura Galloway,EMS,Elementary,69.05,A,65.3,76.6,33.7,B,18.3,A,9.1,B,,,4.2,B,C
07X065,07,P.S. 065 Mother Hale Academy,Jasmine Gonzalez,EMS,Elementary,71.02,B,56.4,56.7,35.8,B,8.6,D,7.3,C,,,4.6,B,C
07X151,07,J.H.S. 151 Lou Gehrig,Socorro Rivera,EMS,Middle,1.89,C,45.9,25.7,21.1,D,11.2,C,9.9,A,,,3.6,A,A
07X154,07,P.S. 154 Jonathan D. Hyatt,Marsha Elliott,EMS,Elementary,64.84,F,25.5,2.1,15.8,D,4.5,F,2.8,F,,,2.4,C,C
07X157,07,P.S. 157 Grove Hill,Ramona Duran,EMS,Elementary,64.90,D,34.9,9.2,13.4,F,13.9,B,5.6,C,,,2.0,C,B
07X161,07,P.S. 161 Ponce De Leon,Eliamarie Soto,EMS,Elementary,68.27,C,39.7,15.9,22.5,C,7.8,D,6.3,C,,,3.1,B,C
07X162,07,J.H.S. 162 Lola Rodriguez De Tio,Maryann Manzolillo,EMS,Middle,2.01,C,38.8,12.4,18.7,D,13.6,B,3.0,F,,,3.5,C,B
07X179,07,P.S. 179,Sherry Font Williams,EMS,Elementary,67.78,A,64.8,75.4,35.0,B,14.3,B,10.2,A,,,5.3,F,C
07X203,07,M.S. 203,William Hewlett Jr,EMS,Middle,2.03,D,34.7,9.1,19.6,D,5.5,F,6.0,C,,,3.6,C,C
07X221,07,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,EMS,Middle,2.21,D,30.1,6.1,12.0,F,8.0,D,7.3,C,,,2.7,C,C
07X223,07,M.S. 223 The Laboratory School of Finance and Te,Ramon Gonzalez,EMS,Middle,2.63,B,61.7,66.9,30.8,C,16.3,A,11.5,A,,,3.1,B,A
07X224,07,P.S. / I.S. 224,Sojourner Welch,EMS,Middle,2.11,B,52.3,43.1,33.2,B,9.1,C,6.1,C,,,3.9,D,B
07X277,07,P.S. 277,Cheryl Tyler,EMS,Elementary,67.64,C,49.7,39.0,27.3,C,10.1,C,8.8,B,,,3.4,F,C
07X296,07,South Bronx Academy for Applied Media,Roshone Ault,EMS,Middle,2.11,B,55.2,50.0,27.0,C,16.1,B,7.6,C,,,4.5,A,A
07X298,07,Academy of Public Relations,Amy Andino,EMS,Middle,2.22,A,66.5,76.5,39.9,A,14.6,B,7.8,B,,,4.2,A,A
07X343,07,Academy of Applied Mathematics and Technology,Vincent Gassetto,EMS,Middle,2.11,A,70.4,82.9,35.9,B,18.6,A,11.9,A,,,3.9,A,A
07X369,07,Young Leaders Elementary School,Karen Collins,EMS,Elementary,69.18,D,29.5,4.1,14.0,F,4.3,F,8.3,B,,,2.9,D,D
07X385,07,Performance School,Lourdes Estrella,EMS,Elementary,66.49,D,32.7,6.1,22.2,C,0.7,F,6.0,C,,,3.8,C,C
07X500,07,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,EMS,Middle,2.83,B,57.1,54.7,34.1,B,14.0,B,6.1,C,,,2.8,C,A
07X551,07,Bronx Academy of Letters,Anna Hall,EMS,Middle,2.03,B,57.4,55.8,29.2,C,15.8,B,8.0,B,,,4.4,C,B
08X014,08,P.S. X014 Senator John Calandra,Ira Schulman,EMS,Elementary,39.12,A,72.1,89.2,41.1,A,15.8,B,9.7,A,,,5.5,D,C
08X036,08,P.S. 036 Unionport,Elvira Maresca,EMS,Elementary,52.95,B,64.5,74.8,36.1,B,14.9,B,9.8,A,,,3.6,B,B
08X048,08,P.S. 048 Joseph R. Drake,Roxanne Cardona,EMS,Elementary,70.78,A,67.8,81.8,39.7,A,16.5,A,7.4,B,,,4.2,A,B
08X062,08,P.S. 062 Inocensio Casanova,Lisa Manfredonia,EMS,Elementary,66.39,B,60.7,65.9,35.1,B,12.0,C,9.2,B,,,4.4,A,B
08X069,08,P.S. 069 The New Vision School,Sheila Durant,EMS,Elementary,60.95,A,85.4,97.4,47.1,A,22.4,A,10.6,A,,,5.3,A,A
08X071,08,P.S. 071 Rose E. Scala,Phyllis Calzolaio,EMS,K-8,40.01,B,52.8,44.4,25.5,C,15.6,B,7.8,B,,,3.8,C,C
08X072,08,P.S. 072 Dr. William Dorney,Margarita Colon,EMS,Elementary,54.08,B,62.2,69.8,38.5,B,11.7,C,8.6,B,,,3.4,C,C
08X075,08,P.S. 075,Marines Arrieta-Cruz,EMS,Elementary,67.06,B,58.8,61.6,30.9,B,18.0,A,6.7,C,,,3.2,A,B
08X093,08,P.S. 093 Albert G. Oliver,Donald Mattson,EMS,Elementary,61.55,A,65.4,76.9,39.7,A,11.6,C,8.5,B,,,5.6,A,B
08X100,08,P.S. 100 Isaac Clason,Chad Adam Altman,EMS,Elementary,60.66,C,44.2,23.8,22.0,C,11.9,C,7.7,B,,,2.6,B,C
08X101,08,M.S. X101 Edward R. Byrne,Kim Hampton Hewitt,EMS,Middle,3.23,C,51.3,39.2,22.6,C,16.9,A,10.1,A,,,1.7,B,C
08X107,08,P.S. 107,Katherine Hamm,EMS,Elementary,64.39,C,41.3,18.4,28.5,C,3.5,F,5.5,C,,,3.8,C,D
08X119,08,P.S. 119,Lydia Tyner,EMS,Elementary,49.42,B,49.9,40.0,28.1,C,12.3,C,6.5,C,,,3.0,B,C
08X123,08,J.H.S. 123 James M. Kieran,Tyra Williams,EMS,Middle,2.27,C,47.5,29.3,24.4,C,14.0,B,5.8,C,,,3.3,B,A
08X125,08,J.H.S. 125 Henry Hudson,Anthony Martin,EMS,Middle,2.53,F,21.5,1.9,11.2,F,5.1,F,3.1,F,,,2.1,C,B
08X130,08,P.S. 130 Abram Stevens Hewitt,Lourdes Velazquez,EMS,Elementary,65.64,B,57.8,59.7,32.8,B,9.7,C,10.8,A,,,4.5,C,C
08X131,08,J.H.S. 131 Albert Einstein,Edward C. Leotta,EMS,Middle,2.46,C,44.4,22.7,26.4,C,10.2,C,4.9,D,,,2.9,C,C
08X138,08,P.S. 138 Samuel Randall,Lorraine Carrol-Dawkins,EMS,Elementary,62.48,C,39.9,16.1,16.2,D,13.7,B,8.3,B,,,1.7,C,C
08X140,08,P.S. X140 The Eagle School,Paul Cannon,EMS,Elementary,63.73,C,42.0,19.7,24.1,C,9.0,C,6.3,C,,,2.5,C,C
08X146,08,P.S. 146 Edward Collins,Janet-Ann Sanderson,EMS,Elementary,63.19,C,47.8,34.6,26.1,C,10.5,C,8.1,B,,,3.1,B,C
08X152,08,P.S. 152 Evergreen,Frances Lynch,EMS,Elementary,68.25,A,77.1,93.8,42.6,A,20.3,A,9.9,A,,,4.3,A,A
08X182,08,P.S. 182,Anne O'grady,EMS,Elementary,51.33,B,55.5,54.3,29.9,B,15.0,B,7.6,B,,,3.0,B,B
08X269,08,Bronx Studio School for Writers and Artists,David Vazquez,EMS,Middle,2.37,B,58.4,58.0,33.8,B,15.3,B,6.5,C,,,2.8,C,C
08X301,08,M.S. 301 Paul L. Dunbar,Benjamin Basile,EMS,Middle,2.27,C,49.5,34.3,30.5,C,9.7,C,6.1,C,,,3.1,C,C
08X302,08,M.S. 302 Luisa Dessus Cruz,Liza Ortiz,EMS,Middle,2.04,C,51.2,39.0,24.6,C,16.4,A,7.4,C,,,2.8,A,A
08X304,08,P.S. 304 Early Childhood School,Joseph Nobile,EMS,Elementary,31.62,B,59.6,63.6,25.2,C,21.4,A,10.9,A,,,2.1,B,B
08X333,08,P.S. 333 - The Museum School,Arthur Brown,EMS,Elementary,71.25,C,41.0,17.9,21.9,C,11.0,C,5.7,C,,,2.4,C,C
08X335,08,The Academy of the Arts,Erik Wright,EMS,Elementary,70.37,B,52.3,45.6,23.0,C,16.6,A,9.8,A,,,2.9,B,B
08X337,08,The School for Inquiry and Social Justice,Andrea Cyprys,EMS,Middle,2.26,A,78.5,91.2,41.5,A,22.1,A,10.6,A,,,4.3,A,A
08X366,08,Urban Assembly Academy of Civic Engagement,Cameron Berube,EMS,Middle,2.10,D,31.0,6.9,8.5,F,13.0,B,6.2,C,,,3.3,C,C
08X367,08,"Archimedes Academy for Math, Science and Technol",Miriam Lazar,EMS,Middle,2.47,B,59.6,60.5,36.1,B,15.2,B,4.6,D,,,3.7,B,C
08X371,08,Urban Institute of Mathematics,Jennifer Joynt,EMS,Middle,2.69,B,58.4,58.0,30.7,C,16.9,A,7.7,B,,,3.1,B,B
08X375,08,The Bronx Mathematics Preparatory School,Anya Munce,EMS,Middle,2.21,F,19.7,1.7,8.1,F,4.8,F,3.5,D,,,3.3,C,C
08X376,08,"Antonia Pantoja Preparatory Academy, A College B",Nancy Jacqueline Diaz,EMS,Middle,2.49,D,27.5,4.7,9.4,F,11.6,C,4.0,D,,,2.5,B,C
08X424,08,The Hunts Point School,John Hughes,EMS,Middle,2.24,C,39.2,13.3,20.1,D,8.0,D,7.5,C,,,3.6,C,B
08X448,08,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,William Frackelton,EMS,Middle,2.41,B,55.8,52.5,35.4,B,11.9,C,5.6,C,,,2.9,D,.
08X467,08,MOTT HALL COMMUNITY SCHOOL,Geovanti Steward,EMS,Middle,2.39,C,43.7,21.6,17.6,D,15.7,B,7.9,B,,,2.5,B,.
09X002,09,P.S. 002 Morrisania,Lisa Debonis,EMS,Middle,1.62,,.,.,.,,.,,.,,,,.,.,.
09X004,09,P.S./M.S. 004 Crotona Park West,Vincent Resto,EMS,K-8,63.95,A,76.5,95.0,46.1,A,18.1,A,6.8,C,,,5.5,C,B
09X011,09,P.S. 011 Highbridge,Elizabeth Hachar,EMS,Elementary,66.67,B,55.9,55.6,30.7,B,10.4,C,11.2,A,,,3.5,D,B
09X022,09,J.H.S. 022 Jordan L. Mott,Linda Rosenbury,EMS,Middle,2.26,C,39.3,13.5,20.9,D,8.1,D,7.6,C,,,2.7,C,C
09X028,09,P.S. 028 Mount Hope,Marie Barresi,EMS,Elementary,71.65,C,37.1,11.8,17.1,D,11.9,C,5.0,D,,,3.1,B,B
09X035,09,P.S. 035 Franz Siegel,Graciela Navarro,EMS,Elementary,61.19,B,63.9,73.0,32.8,B,19.9,A,8.9,B,,,2.3,B,C
09X042,09,P.S. 042 Claremont,Patricia Rigot Kulow,EMS,Elementary,69.74,C,40.7,17.2,19.0,D,10.6,C,7.5,B,,,3.6,C,A
09X053,09,P.S. 053 Basheer Quisim,Dr. Collin Wolfe,EMS,Elementary,66.54,A,68.2,83.1,37.2,B,20.1,A,6.7,C,,,4.2,B,C
09X055,09,P.S. 055 Benjamin Franklin,Luis Torres,EMS,Elementary,66.74,C,38.4,14.3,23.9,C,4.6,F,6.3,C,,,3.6,B,C
09X058,09,P.S. 058,Velma Gunn,EMS,Elementary,69.63,C,45.7,28.0,27.9,C,9.3,C,4.1,D,,,4.4,D,C
09X063,09,P.S. 063 Author's Academy,Reinaldo Diaz-Lens,EMS,Elementary,64.90,A,65.7,77.5,29.1,C,22.9,A,10.0,A,,,3.7,C,B
09X064,09,P.S. 064 Pura Belpre,Tara Obrien,EMS,Elementary,74.49,D,34.8,8.9,23.2,C,4.8,F,3.9,D,,,2.9,D,C
09X070,09,P.S. 070 Max Schoenfeld,Kerry Castellano,EMS,Elementary,66.23,C,43.6,22.5,25.2,C,8.7,D,6.8,C,,,2.9,C,C
09X073,09,P.S. 073 Bronx,Jean Mirvil,EMS,Elementary,62.35,D,23.8,1.5,10.2,F,3.2,F,8.4,B,,,2.0,A,B
09X109,09,P.S. 109 Sedgwick,Amanda Blatter,EMS,Elementary,67.79,B,61.8,69.3,32.7,B,17.4,A,9.2,B,,,2.5,B,A
09X110,09,P.S. 110 Theodore Schoenfeld,Daisy Perez,EMS,Elementary,65.25,B,53.9,50.7,23.6,C,15.5,B,10.5,A,,,4.3,B,B
09X114,09,P.S. X114 - Luis Llorens Torres Schools,Olivia Francis-Webber,EMS,Elementary,66.06,B,54.7,52.5,34.5,B,8.6,D,7.8,B,,,3.8,F,B
09X117,09,I.S. 117 Joseph H. Wade,Delise Jones,EMS,Middle,2.13,B,62.2,68.0,37.1,B,13.4,B,7.4,C,,,4.3,C,B
09X126,09,P.S. 126 Dr Marjorie H Dunbar,Nadine Kee-Foster,EMS,Elementary,66.14,C,44.1,23.4,24.0,C,11.5,C,5.4,C,,,3.2,A,B
09X128,09,Mott Hall III,Jorisis Stupart,EMS,Middle,2.89,C,50.9,37.6,24.8,C,16.3,A,7.6,C,,,2.2,A,A
09X132,09,P.S. 132 Garret A. Morgan,Anissa Chalmers,EMS,Elementary,69.20,D,33.4,6.6,22.2,C,5.6,F,2.3,F,,,3.3,C,B
09X145,09,J.H.S. 145 Arturo Toscanini,Robert Hannibal,EMS,Middle,2.15,B,55.2,50.0,29.8,C,10.9,C,10.6,A,,,3.9,B,B
