the_geom,ats_code,boro,boronum,loc_code,schoolname,sch_type,managed_by,geo_distri,admin_dist,address,state_code,zip,principal,prin_ph,fax,grades,city,cartodb_id,created_at,updated_at
0101000020E6100000E4A874FB8B7E52C068CCEAB8F4514440,20K179      ,K,2,K179,P.S. 179 KENSINGTON,Elementary,1,20,20,202 AVENUE C,NY,11218,VALERIE JOSEPH,718-438-4010,718-871-7484,"PK,0K,01,02,03,04,05,SE",BROOKLYN,71,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004B0454A4557F52C0B6FCAA3237504440,20K180      ,K,2,K180,P.S. 180 HOMEWOOD,K-8,1,20,20,5601 16 AVENUE,NY,11204,GARY WILLIAMS,718-851-8070,718-853-9308,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,72,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007F86E01D8B7C52C0C7844416F8524440,17K181      ,K,2,K181,P.S. 181 BROOKLYN,K-8,1,17,17,1023 NEW YORK AVENUE,NY,11203,LOWELL COLEMAN,718-462-5298,718-284-5053,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,73,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005B10419DEA7952C090C621B381544440,23K184      ,K,2,K184,P.S. 184 NEWPORT,K-8,1,23,23,273 NEWPORT STREET,NY,11212,LAMSON LAM,718-495-7775,718-385-4655,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,74,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000069D0B47E268252C02DC6E341D34F4440,20K185      ,K,2,K185,P.S. 185 WALTER KASSENBROCK,Elementary,1,20,20,8601 RIDGE BOULEVARD,NY,11209,KENNETH LLINAS,718-745-6610,718-836-9631,"0K,01,02,03,04,05,SE",BROOKLYN,75,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000040692AA2A77F52C04AB1A08B394E4440,20K186      ,K,2,K186,P.S. 186 DR. IRVING A GLADSTONE,Elementary,1,20,20,7601 19 AVENUE,NY,11214,Bayan (Ebeid) Cadotte,718-236-7071,718-331-9181,"PK,0K,01,02,03,04,05,SE",BROOKLYN,76,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A2CD791E418052C03002E4155D504440,20K187      ,K,2,K187,I.S. 187,Junior High-Intermediate-Middle,1,20,20,1171 65 STREET,NY,11219,JUSTIN BERMAN,718-236-3394,718-236-3638,"06,07,08,SE",BROOKLYN,77,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009CCB5671088052C03352E33DD9494440,21K188      ,K,2,K188,P.S. 188 MICHAEL E. BERDY,Elementary,1,21,21,3314 NEPTUNE AVENUE,NY,11224,Frederick M.  Tudda,718-266-6380,718-266-7103,"PK,0K,01,02,03,04,05,SE",BROOKLYN,78,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C677DC583E7B52C0426ADD192D554440,17K189      ,K,2,K189,P.S. 189 LINCOLN TERRACE,K-8,1,17,17,1100 EAST NEW YORK AVENUE,NY,11212,Ms. Berthe G. Faustin,718-756-0210,718-604-1865,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,79,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000946424EF427952C0BC0B9F9AC9544440,19K190      ,K,2,K190,P.S. 190 SHEFFIELD,Elementary,1,19,19,590 SHEFFIELD AVENUE,NY,11207,STEPHAUN HILL,718-346-8780,718-345-8765,"PK,0K,01,02,03,04,05,SE",BROOKLYN,80,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E03C6B3B267B52C0EE7AF095FD554440,17K191      ,K,2,K191,P.S. 191 PAUL ROBESON,Elementary,1,17,17,1600 PARK PLACE,NY,11233,Mrs. Elsi Capolongo,718-756-1206,718-756-5417,"PK,0K,01,02,03,04,05,SE",BROOKLYN,81,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000024D9F679B67E52C02761DDB483504440,20K192      ,K,2,K192,P.S. 192 BROOKLYN,K-8,1,20,20,4715 18 AVENUE,NY,11204,LISET ISAAC,718-633-3061,718-871-8721,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,82,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C321802ED17C52C0879FFDF1964F4440,22K193      ,K,2,K193,P.S. 193 GIL HODGES,Elementary,1,22,22,2515 AVENUE L,NY,11210,Frank A. Cimino,718-338-9011,718-338-9074,"PK,0K,01,02,03,04,05,SE",BROOKLYN,83,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000064BBE439C77B52C03343CBED704C4440,22K194      ,K,2,K194,P.S. 194 RAOUL WALLENBERG,Elementary,1,22,22,3117 AVENUE W,NY,11229,Mary Zissler-Lynch,718-648-8804,718-934-0244,"PK,0K,01,02,03,04,05,SE",BROOKLYN,84,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E8DAF3E9637C52C016622102384A4440,22K195      ,K,2,K195,P.S. 195 MANHATTAN BEACH,Elementary,1,22,22,131 IRWIN STREET,NY,11235,ARTHUR FORMAN,718-648-9102,718-934-0625,"PK,0K,01,02,03,04,05",BROOKLYN,85,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003FE4D46E247C52C0D14E86FAB85A4440,14K196      ,K,2,K196,P.S. 196 TEN EYCK,Elementary,1,14,14,207 BUSHWICK AVENUE,NY,11206,Janine Colon,718-497-0139,718-628-5134,"PK,0K,01,02,03,04,05,SE",BROOKLYN,86,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000001B7DECDAE67C52C0328E2841694E4440,22K197      ,K,2,K197,P.S. 197 BROOKLYN,Elementary,1,22,22,1599 EAST  22 STREET,NY,11210,Rosemarie Barbiere Nicolet*,718-377-7890,718-377-7505,"PK,0K,01,02,03,04,05,SE",BROOKLYN,87,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D9552D62F87B52C0CAE4E0FB8F514440,22K198      ,K,2,K198,P.S. 198 BROOKLYN,Elementary,1,22,22,4105 FARRAGUT ROAD,NY,11210,Joy-Ann Morgan,718-282-4920,718-940-0821,"PK,0K,01,02,03,04,05,SE",BROOKLYN,88,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E2A3D139A37D52C0425E31F6E94E4440,21K199      ,K,2,K199,P.S. 199 FREDERICK WACHTEL,Elementary,1,21,21,1100 ELM AVENUE,NY,11230,ROSALIA BACARELLA,718-339-1422,718-336-5562,"PK,0K,01,02,03,04,05,SE",BROOKLYN,89,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BC4539361B8052C034292079304D4440,20K200      ,K,2,K200,P.S. 200 BENSON SCHOOL,Elementary,1,20,20,1940 BENSON AVENUE,NY,11214,JAVIER MUNIZ,718-236-5466,718-232-3428,"PK,0K,01,02,03,04,05,SE",BROOKLYN,90,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A3C72C19887D52C0C1E214E375584440,13K270      ,K,2,K270,P.S. 270 JOHANN DEKALB,Elementary,1,13,13,241 EMERSON PLACE,NY,11205,MITRA LUTCHMAN,718-622-2443,718-622-3370,"PK,0K,01,02,03,04,05,SE",BROOKLYN,151,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C0245297D78052C0C039605E314F4440,20K201      ,K,2,K201,J.H.S. 201 THE DYKER HEIGHTS,Junior High-Intermediate-Middle,1,20,20,8010 12 AVENUE,NY,11228,Ms. Madeleine Brennan,718-833-9363,718-836-1786,"06,07,08,SE",BROOKLYN,91,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000015D70C89167852C0814310FD45554440,19K202      ,K,2,K202,P.S. 202 ERNEST S. JENKYNS,K-8,1,19,19,982 HEGEMAN AVENUE,NY,11208,Pauline Smith-Gayle,718-649-7880,718-927-2173,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,92,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B2E24B833E7B52C09B06D65E944F4440,22K203      ,K,2,K203,P.S. 203 FLOYD BENNETT,Elementary,1,22,22,5101 AVENUE M,NY,11234,LISA ESPOSITO,718-241-8488,718-209-9641,"PK,0K,01,02,03,04,05,SE",BROOKLYN,93,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002C5584B16B8052C0F8B6D326914E4440,20K204      ,K,2,K204,P.S. 204 VINCE LOMBARDI,Elementary,1,20,20,8101 15 AVENUE,NY,11228,Mrs. Marie Reilly,718-236-2906,718-232-9265,"PK,0K,01,02,03,04,05,SE",BROOKLYN,94,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E2E3D5592C7F52C035A3C058B64E4440,20K205      ,K,2,K205,P.S. 205 CLARION,Elementary,1,20,20,6701 20 AVENUE,NY,11204,BETH GRATER,718-236-2380,718-331-7299,"PK,0K,01,02,03,04,05,SE",BROOKLYN,95,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000078D1C6BFB47C52C055C58EA8724C4440,22K206      ,K,2,K206,P.S. 206 JOSEPH F LAMB,K-8,1,22,22,2200 GRAVESEND NECK ROAD,NY,11229,DEIRDRE KEYES,718-743-5598,718-332-4986,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,96,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000AC4EC0EA877B52C0D7EFD54D8D4E4440,22K207      ,K,2,K207,P.S. 207 ELIZABETH G. LEARY,K-8,1,22,22,4011 FILLMORE AVENUE,NY,11234,MARY BOSCO,718-645-8667,718-645-8139,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,97,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004462FE4E937B52C0A81D03F436524440,18K208      ,K,2,K208,P.S. 208 ELSA EBELING,Elementary,1,18,18,4801 AVENUE D,NY,11203,Ms. Kristy Parris,718-629-1670,718-451-0185,"PK,0K,01,02,03,04,05,SE",BROOKLYN,98,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000046A8EDF18B7D52C0A3DD865B1A4B4440,21K209      ,K,2,K209,P.S. 209 MARGARET MEAD,K-8,1,21,21,2609 EAST  7 STREET,NY,11235,Frances Locurcio,718-743-1954,718-743-6361,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,99,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006A307951557952C087F3001556524440,18K211      ,K,2,K211,I.S. 211 JOHN WILSON,Junior High-Intermediate-Middle,1,18,18,1001 EAST 100 STREET,NY,11236,Buffie Simmons-Peart,718-251-4411,718-241-2503,"06,07,08,SE",BROOKLYN,100,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006E879209147F52C087D6943E354B4440,21K212      ,K,2,K212,P.S. 212 LADY DEBORAH MOODY,Elementary,1,21,21,87 BAY  49 STREET,NY,11214,JOSEPHINE MARSELLA,718-266-4841,718-266-7080,"PK,0K,01,02,03,04,05,SE",BROOKLYN,101,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D92C6942FA7852C0B53A48AC83544440,19K213      ,K,2,K213,P.S. 213 NEW LOTS,Elementary,1,19,19,580 HEGEMAN AVENUE,NY,11207,Anne Lee Bernard,718-257-4034,718-272-3446,"PK,0K,01,02,03,04,05,SE",BROOKLYN,102,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000AEC60733C7752C0C05D3D0490564440,19K214      ,K,2,K214,P.S. 214 MICHAEL FRIEDSAM,Elementary,1,19,19,2944 PITKIN AVENUE,NY,11208,PATRICIA TUBRIDY,718-647-1740,718-827-5838,"PK,0K,01,02,03,04,05,SE",BROOKLYN,103,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BAA473BB157E52C048AD4D39194D4440,21K215      ,K,2,K215,P.S.  215  MORRIS H.  WEISS,Elementary,1,21,21,415 AVENUE S,NY,11223,ANTONELLA BOVE,718-339-2464,718-998-7235,"PK,0K,01,02,03,04,05,SE",BROOKLYN,104,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000738BB8B40F7E52C03AD1E4B18F4B4440,21K216      ,K,2,K216,P.S. 216 ARTURO TOSCANINI,Elementary,1,21,21,350 AVENUE X,NY,11223,CELIA KAPLINSKY,718-645-2862,718-645-2610,"PK,0K,01,02,03,04,05,SE",BROOKLYN,105,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000019E15FA9D97D52C074A63BE01D514440,22K217      ,K,2,K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,1,22,22,1100 NEWKIRK AVENUE,NY,11230,FRANCA CONTI,718-434-6960,718-434-8170,"PK,0K,01,02,03,04,05,SE",BROOKLYN,106,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000001F809472F67752C0A3A66A36CD554440,19K218      ,K,2,K218,J.H.S. 218 JAMES P. SINNOTT,Junior High-Intermediate-Middle,1,19,19,370 FOUNTAIN AVENUE,NY,11208,Alison Breedy,718-647-9050,718-827-5839,"06,07,08,SE",BROOKLYN,107,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000001140C0580C7B52C023D2B3805E544440,18K219      ,K,2,K219,P.S. 219 KENNEDY-KING,Elementary,1,18,18,1060 CLARKSON AVENUE,NY,11212,Ms. Winsome Smith,718-342-0493,718-345-3065,"PK,0K,01,02,03,04,05,SE",BROOKLYN,108,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005599DA280F8052C0BD68DDF005524440,20K220      ,K,2,K220,J.H.S. 220 JOHN J. PERSHING,Junior High-Intermediate-Middle,1,20,20,4812 9 AVENUE,NY,11220,LORETTA WITEK,718-633-8200,718-871-7466,"06,07,08,SE",BROOKLYN,109,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000002091BC0E87B52C0AA613B7AFB544440,17K221      ,K,2,K221,P.S. 221 TOUSSAINT L'OUVERTURE,Elementary,1,17,17,791 EMPIRE BOULEVARD,NY,11213,Clara Moodie-Kirkland,718-756-0122,718-953-2657,"PK,0K,01,02,03,04,05,SE",BROOKLYN,110,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F3400528167C52C0F1A266198D4E4440,22K222      ,K,2,K222,P.S. 222 KATHERINE R. SNYDER,Elementary,1,22,22,3301 QUENTIN ROAD,NY,11234,LOUISE BLAKE,718-998-4298,718-339-2107,"PK,0K,01,02,03,04,05,SE",BROOKLYN,111,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CF339009D97E52C01937A58742514440,20K223      ,K,2,K223,J.H.S. 223 THE MONTAUK,Junior High-Intermediate-Middle,1,20,20,4200 16 AVENUE,NY,11204,ANDREW FRANK,718-438-0155,718-871-7477,"06,07,08,SE",BROOKLYN,112,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000084238DFE6B7752C06BBB64501B554440,19K224      ,K,2,K224,P.S. 224 HALE A. WOODRUFF,Elementary,1,19,19,757 WORTMAN AVENUE,NY,11208,GEORGE ANDREWS,718-235-3600,718-827-5840,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,113,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000055B164CB307D52C0CD889A563A4A4440,21K225      ,K,2,K225,P.S. K225 - THE EILEEN E. ZAGLIN,K-8,1,21,21,1075 OCEAN VIEW AVENUE,NY,11235,JOSEPH MONTEBELLO,718-743-9793,718-743-7096,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,114,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000D343BBC837E52C0A3CB445DBF4E4440,21K226      ,K,2,K226,P.S. 226 ALFRED DE B.MASON,K-8,1,21,21,6006 23 AVENUE,NY,11204,SHERRY TANNENBAUM,718-256-1118,718-256-0384,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,115,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F61AB3C1B67F52C0BF72CAD1994F4440,20K227      ,K,2,K227,J.H.S. 227 EDWARD B. SHALLOW,Junior High-Intermediate-Middle,1,20,20,6500 16 AVENUE,NY,11204,Brenda D. Champion,718-256-8218,718-234-6204,"06,07,08,SE",BROOKLYN,116,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E4A17A22857E52C019319750EF4C4440,21K228      ,K,2,K228,I.S. 228 DAVID A. BOODY,Junior High-Intermediate-Middle,1,21,21,228 AVENUE S,NY,11223,DOMINICK D'ANGELO,718-375-7635,718-376-1209,"06,07,08,SE",BROOKLYN,117,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E59E92D5D98052C0AA074465284E4440,20K229      ,K,2,K229,P.S. 229 DYKER,K-8,1,20,20,1400 BENSON AVENUE,NY,11228,Robert Zappulla,718-236-5447,718-331-8173,"PK,0K,01,02,03,04,05,06,07,SE",BROOKLYN,118,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000022AA61B3BF7E52C090D6E75199524440,15K230      ,K,2,K230,P.S. 230 DORIS L. COHEN,Elementary,1,15,15,1 ALBEMARLE ROAD,NY,11218,SHARON FIDEN,718-437-6135,718-871-2624,"PK,0K,01,02,03,04,05,SE",BROOKLYN,119,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000F6D6C14537F52C04D9659B53B504440,75K231      ,K,2,K231,P.S. K231,K-8,1,20,75,5601 16 AVENUE,NY,11204,Christina Foti,718-853-1884,718-853-5388,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,120,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006EBD73277F7A52C09E8F55CE60534440,18K233      ,K,2,K233,P.S. 233 LANGSTON HUGHES,Elementary,1,18,18,9301 AVENUE B,NY,11236,DENEAN STEPHENS-SPELLMAN,718-346-8103,718-345-3078,"PK,0K,01,02,03,04,05,SE",BROOKLYN,121,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000177AB8CE217D52C08031EAD2574D4440,22K234      ,K,2,K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,Junior High-Intermediate-Middle,1,22,22,1875 EAST  17 STREET,NY,11229,SUSAN SCHAEFFER,718-645-1334,718-645-7759,"06,07,08,SE",BROOKLYN,122,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006A38ED51377C52C058619125D5534440,18K235      ,K,2,K235,P.S. 235 LENOX,K-8,1,18,18,525 LENOX ROAD,NY,11203,LISA SOLITARIO,718-773-4869,718-773-0048,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,123,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002887B2B5677A52C0034F764ED54E4440,22K236      ,K,2,K236,P.S. 236 MILL BASIN,Elementary,1,22,22,6302 AVENUE U,NY,11234,Mary Theresa Nelson,718-444-6969,718-241-6630,"PK,0K,01,02,03,04,05,SE",BROOKLYN,124,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BABDDF3FBF7D52C07F208B29EC4D4440,21K238      ,K,2,K238,P.S. 238 ANNE SULLIVAN,K-8,1,21,21,1633 EAST  8 STREET,NY,11223,Harla Joy Musoff-Weiss,718-339-4355,718-998-4351,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,125,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008D92C81F837F52C05485997B0C4A4440,21K239      ,K,2,K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,Junior High-Intermediate-Middle,1,21,21,2401 NEPTUNE AVENUE,NY,11224,CAROL MOORE,718-266-0814,718-266-1693,"06,07,08,SE",BROOKLYN,126,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007B776EB6947C52C0342AF961D64F4440,22K240      ,K,2,K240,ANDRIES HUDDE,Junior High-Intermediate-Middle,1,22,22,2500 NOSTRAND AVENUE,NY,11210,Elena S. O'Sullivan,718-253-3700,718-253-0356,"06,07,08,SE",BROOKLYN,127,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000011853C14777D52C00D1B36A6A2554440,17K241      ,K,2,K241,P.S. 241 EMMA L. JOHNSTON,Elementary,1,17,17,976 PRESIDENT STREET,NY,11225,Frantz Lucius,718-636-4725,718-230-5468,"PK,0K,01,02,03,04,05,SE",BROOKLYN,128,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000018C1C8A7AC7B52C004D5ACB713584440,84K648,K,2,K648,COLLEGIATE CHARTER SCHOOL,Secondary School,2,16,84,800 GATES AVENUE,NY,11221,Mabel Lajes-Guiteras,718-669-7460,718-669-7771,"05,06,07",BROOKLYN,383,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E0E23E8CE07B52C0E5504CDC81564440,16K243      ,K,2,K243,P.S. 243 WEEKSVILLE,Elementary,1,16,16,1580 DEAN STREET,NY,11213,KAREN HAMBRIGHT-GLOVE,718-953-1658,718-778-0492,"PK,0K,01,02,03,04,05,SE",BROOKLYN,129,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000072CBFFD83D7B52C0C46F9263F8524440,18K244      ,K,2,K244,P.S. 244 RICHARD R. GREEN,Elementary,1,18,18,5404 TILDEN AVENUE,NY,11203,Ms. Grace Alesia,718-346-6240,718-345-3083,"PK,0K,01,02,03,04,05,SE",BROOKLYN,130,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006BE78062A07D52C02B122C948D524440,22K245      ,K,2,K245,P.S. 245,Elementary,1,22,22,249 EAST 17TH STREET,NY,11226,Pat Kannengieser,718-284-2330,718-856-0646,"PK,0K,01,02,03,04,05,SE",BROOKLYN,131,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000113DFFEBFE7C52C02CD0135503534440,17K246      ,K,2,K246,M.S. 246 WALT WHITMAN,Junior High-Intermediate-Middle,1,17,17,72 VERONICA PLACE,NY,11226,BENTLY WARRINGTON,718-282-5230,718-284-6429,"06,07,08,SE",BROOKLYN,132,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004A863C5E2D7F52C0EFE727A45D4E4440,20K247      ,K,2,K247,P.S. 247 BROOKLYN,Elementary,1,20,20,7000 21 AVENUE,NY,11204,Christopher E. Ogno,718-236-4205,718-331-8563,"PK,0K,01,02,03,04,05,SE",BROOKLYN,133,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E2396C88D87D52C0D55C69B129534440,17K249      ,K,2,K249,P.S. 249 THE CATON,Elementary,1,17,17,18 MARLBOROUGH ROAD,NY,11226,Ms. Elisa Brown,718-282-8828,718-284-5146,"PK,0K,01,02,03,SE",BROOKLYN,134,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D743A7387F7C52C05706A0CE7A5A4440,14K250      ,K,2,K250,P.S. 250 GEORGE H. LINDSAY,Elementary,1,14,14,108 MONTROSE AVENUE,NY,11206,NORA BARNES,718-384-0889,718-302-2314,"PK,0K,01,02,03,04,05,SE",BROOKLYN,135,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C3044A44237B52C04CE3273ECD504440,22K251      ,K,2,K251,P.S. 251 PAEDERGAT,Elementary,1,22,22,1037 EAST  54 STREET,NY,11234,STEVEN BOYER,718-251-4110,718-241-3200,"PK,0K,01,02,03,04,05,SE",BROOKLYN,136,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000ACC057F68E7D52C0651847BD394A4440,21K253      ,K,2,K253,P.S. 253,Elementary,1,21,21,601 OCEANVIEW AVENUE,NY,11235,Lisa Speroni,718-332-3331,718-743-7194,"PK,0K,01,02,03,04,05,SE",BROOKLYN,137,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000084529EF6E47C52C0E02ECE519C4B4440,22K254      ,K,2,K254,P.S. 254 DAG HAMMARSKJOLD,Elementary,1,22,22,1801 AVENUE Y,NY,11235,LINDA ALHONOTE,718-743-0890,718-332-4477,"PK,0K,01,02,03,04,05,SE",BROOKLYN,138,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000820A8ECF2B7D52C076521642564D4440,22K255      ,K,2,K255,P.S. 255 BARBARA REING SCHOOL,Elementary,1,22,22,1866 EAST  17 STREET,NY,11229,Linda L. Singer,718-376-8494,718-627-0626,"PK,0K,01,02,03,04,05,SE",BROOKLYN,139,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006AFC6E5DC67C52C05AD9390566584440,13K256      ,K,2,K256,P.S. 256 BENJAMIN BANNEKER,Elementary,1,13,13,114 KOSCIUSKO STREET,NY,11216,SHARYN HEMPHILL,718-857-9820,718-783-7384,"PK,0K,01,02,03,04,05,SE",BROOKLYN,140,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004EE3C088437C52C0FCE8B186F1594440,14K257      ,K,2,K257,P.S. 257 JOHN F. HYLAN,Elementary,1,14,14,60 COOK STREET,NY,11206,Brian Leavy-DeVale,718-384-7128,718-387-8115,"PK,0K,01,02,03,04,05,SE",BROOKLYN,141,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F4DAD2FD0E7D52C0897B2A94D65A4440,14K319      ,K,2,K319,P.S. 319,Early Childhood,1,14,14,360 KEAP STREET,NY,11211,ALEYDA ZAMORA MARTINEZ,718-388-1588,718-302-2316,"PK,0K,01,SE",BROOKLYN,188,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004B5A568CF68052C0E129E5082C504440,20K259      ,K,2,K259,J.H.S. 259 WILLIAM MCKINLEY,Junior High-Intermediate-Middle,1,20,20,7305 FT HAMILTON PARKWAY,NY,11228,JANICE GEARY,718-833-1000,718-833-3419,"06,07,08,SE",BROOKLYN,142,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000FD8DA7513E7952C05F9EC435B2534440,19K260      ,K,2,K260,P.S. 260 BREUCKELEN,Elementary,1,19,19,875 WILLIAMS AVENUE,NY,11207,PIERRE RAYMOND,718-649-9216,718-927-2215,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,143,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
